sample_id	x	y	cell_type	niche_label
TONIC_TMA15_R10C1	1096.6979768786127	1336.7601156069363	segmented_cell	cancer_core
TONIC_TMA15_R10C1	658.4507042253521	834.9225352112676	segmented_cell	cancer_border
TONIC_TMA15_R10C1	1560.7582089552238	1921.462686567164	segmented_cell	cancer_border
TONIC_TMA15_R10C1	344.14335664335664	188.22027972027973	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1169.791411042945	1128.6114519427404	segmented_cell	cancer_core
TONIC_TMA15_R10C1	894.8567901234568	1723.9135802469136	segmented_cell	cancer_core
TONIC_TMA15_R10C1	732.6317907444668	958.830985915493	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1179.3333333333333	130.8409090909091	segmented_cell	cancer_core
TONIC_TMA15_R10C1	366.0948275862069	230.3879310344828	segmented_cell	cancer_core
TONIC_TMA15_R10C1	370.76666666666665	2003.607142857143	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1301.2137404580153	1856.961832061069	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1912.878164556962	731.7041139240506	segmented_cell	stroma_border
TONIC_TMA15_R10C1	1678.7750439367312	1315.1775043936732	segmented_cell	cancer_core
TONIC_TMA15_R10C1	52.372093023255815	415.953488372093	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1988.1263736263736	26.673626373626373	segmented_cell	cancer_core
TONIC_TMA15_R10C1	36.0176	1018.6032	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1788.4060283687943	162.36702127659575	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1143.2275985663082	1493.978494623656	segmented_cell	cancer_core
TONIC_TMA15_R10C1	991.84765625	1493.3828125	segmented_cell	cancer_core
TONIC_TMA15_R10C1	131.51282051282053	961.9329388560158	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1982.2446675031367	953.9046424090338	segmented_cell	cancer_core
TONIC_TMA15_R10C1	971.3732394366198	323.16901408450707	segmented_cell	cancer_border
TONIC_TMA15_R10C1	163.0726525017135	766.8773132282386	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1745.8527131782946	103.08527131782944	segmented_cell	cancer_core
TONIC_TMA15_R10C1	474.75	1489.8601694915253	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1398.4326923076924	1816.1538461538464	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1933.964980544747	849.7898832684825	segmented_cell	cancer_core
TONIC_TMA15_R10C1	745.3629160063391	1547.5087163232963	segmented_cell	cancer_core
TONIC_TMA15_R10C1	865.4110169491526	638.7415254237288	segmented_cell	cancer_core
TONIC_TMA15_R10C1	48.62555066079295	714.1013215859031	segmented_cell	cancer_core
TONIC_TMA15_R10C1	791.1043010752688	666.3172043010753	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1519.2661870503598	240.0611510791367	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1544.4174107142858	490.24330357142856	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1273.850267379679	951.1515151515152	segmented_cell	cancer_core
TONIC_TMA15_R10C1	998.9718309859156	525.3521126760563	segmented_cell	cancer_core
TONIC_TMA15_R10C1	251.68312757201647	41.98765432098765	segmented_cell	cancer_core
TONIC_TMA15_R10C1	810.5176470588235	2043.4	segmented_cell	cancer_core
TONIC_TMA15_R10C1	2006.510840108401	1899.6626016260163	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1739.9107468123862	480.44262295081967	segmented_cell	cancer_core
TONIC_TMA15_R10C1	702.7829560585885	346.8069241011984	segmented_cell	cancer_border
TONIC_TMA15_R10C1	752.9404255319149	789.7489361702128	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1684.3071593533489	808.270207852194	segmented_cell	cancer_core
TONIC_TMA15_R10C1	601.075723830735	654.9576837416481	segmented_cell	cancer_core
TONIC_TMA15_R10C1	836.4684684684685	1890.455855855856	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1509.4948755490484	1631.4172767203513	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1175.8895238095238	28.25523809523809	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1647.5948136142626	6.805510534846029	segmented_cell	cancer_core
TONIC_TMA15_R10C1	386.7463768115942	291.69565217391306	segmented_cell	cancer_core
TONIC_TMA15_R10C1	1092.0628803245436	758.6713995943205	segmented_cell	cancer_core
